,serial_with_season,movie,serial_without_season
303971,0,19713,0
303977,0,14356,0
303981,0,62,0
303982,0,1624,0
303983,0,29,0
303984,0,10856,0
303987,0,39,0
303988,373,662,0
303991,0,28,0
303993,0,9541,0
303998,0,1455,0
303999,0,7573,0
304002,2332,982,0
304005,104,29,0
304008,0,5281,0
304010,0,5806,0
304013,0,159,0
304014,0,3153,0
304015,0,1,0
304016,0,7083,0
304019,0,2439,0
304020,10384,5360,0
304026,0,89,0
304027,0,601,0
304028,0,1,0
304029,0,15,0
304030,0,5279,0
304034,0,265,0
304036,0,4871,0
304037,144058,41557,0
304113,0,16943,0
304118,0,1,0
304119,5723,103976,0
304142,0,1,0
304143,0,59614,0
304158,0,23515,0
304166,0,1725,0
304167,0,230,0
304168,564,0,0
304169,0,7620,0
304171,0,167086,0
304228,0,9,0
304229,2091,1190,0
304236,0,2446,0
304237,196,33296,0
304247,0,9869,0
304250,1330,20689,0
304258,0,1,0
304259,17095,11,0
304266,0,5273,0
304267,0,870,0
304268,0,9264,0
304272,0,3971,0
304273,0,4948,0
304274,0,548,0
304276,1193,0,0
304279,0,5262,0
304280,0,10858,0
304284,0,156,0
304288,0,5755,0
304289,0,3726,0
304291,3055,7290,0
304298,1214,36631,0
304312,0,4331,0
304313,0,239,0
304315,0,16337,0
304318,0,424,0
304319,0,489,0
304320,352,11095,0
304328,0,4,0
304329,0,4,0
304330,0,13817,0
304335,0,689,0
304336,0,4874,0
304337,1672,12208,0
304344,0,111,0
304346,0,3280,0
304348,0,4447,0
304351,0,6092,0
304354,0,2868,0
304355,0,14292,0
304359,0,814,0
304360,0,5744,0
304363,172,4,0
304365,0,112177,0
304390,0,1733,0
304393,0,4095,0
304394,0,56,0
304395,0,900,0
304397,1008,0,0
304398,0,1248,0
304401,0,16,0
304402,0,2121,0
304404,0,1359,0
304405,0,7034,0
304409,0,11547,0
304413,0,17,0
304414,0,2318,0
304415,0,13,0
304416,0,17343,0
304419,0,610,0
304420,0,15351,0
304429,0,1018,0
304431,0,4460,0
304432,844,0,0
304433,6091,77322,0
304457,0,528,0
304459,0,5149,0
304461,0,8099,0
304466,0,1163,0
304467,0,4826,0
304468,35,339,0
304470,0,262015,0
304538,1110,15962,0
304548,0,7202,0
304549,0,806,0
304550,600,281914,0
304640,1064,11396,0
304648,0,1453,0
304649,0,6683,0
304650,0,978,0
304651,2653,5493,0
304657,0,157,0
304659,0,6719,0
304663,0,6476,0
304664,0,18039,0
304667,0,6080,0
304668,0,8197,0
304671,0,7840,0
304674,0,1045,0
304675,0,46,0
304676,9200,11886,0
304682,0,29,0
304683,0,918,0
304684,0,2162,0
304685,0,4949,0
304686,0,15114,0
304690,0,1270,0
304691,0,5638,0
304692,0,588,0
304694,0,15019,0
304697,0,13177,0
304700,0,3505,0
304702,0,5701,0
304704,0,1634,0
304705,0,495,0
304707,0,19703,0
304711,0,19249,0
304721,13,0,0
304722,0,1490,0
304724,0,13679,0
304727,0,4165,0
304728,0,13542,0
304731,0,6116,0
304734,0,968,0
304735,0,2222,0
304737,0,530,0
304738,0,155,0
304739,0,6962,0
304742,0,1686,0
304743,0,6872,0
304744,983,67679,0
304761,3580,87124,0
304783,3494,0,0
304790,0,186,0
304792,18439,1502,0
304800,0,62916,0
304820,20,6477,0
304825,0,5675,0
304826,0,11744,0
304830,2808,43,0
304833,0,3756,0
304838,0,1171,0
304839,9339,4236,0
304846,0,477,0
304847,0,12379,0
304850,0,14981,0
304853,0,169,0
304854,0,25480,0
304859,0,28893,0
304865,0,1137,0
304866,0,48356,0
304890,0,757,0
304891,0,7204,0
304898,0,2785,0
304900,0,12,0
304901,0,43267,0
304918,0,1190,0
304921,0,163,0
304923,0,84569,0
304947,0,5109,0
304948,0,5097,0
304950,0,22033,0
304959,0,16696,0
304962,53114,123895,0
305014,0,6793,0
305015,0,83540,0
305034,0,4642,0
305038,149751,6050,0
305086,0,1782,0
305089,0,495,0
305090,1008,7917,0
305097,0,2292,0
305101,0,381,0
305102,0,10965,0
305104,0,31505,0
305112,0,11875,0
305121,0,65,0
305122,27,8151,0
305128,0,13121,0
305132,0,2879,0
305133,0,815,0
305135,0,6417,0
305136,0,4088,0
305138,35552,90086,0
305180,0,7292,0
305182,0,391,0
305183,137,2244,0
305186,0,2127,0
305190,0,91,0
305191,0,8,0
305192,0,363,0
305194,0,30360,0
305201,46,12121,0
305206,0,280,0
305207,2424,14033,0
305213,0,132,0
305214,0,24493,0
305221,1,4863,0
305223,0,57295,0
305239,1490,5048,0
305241,11860,35287,0
305254,0,138,0
305256,0,9847,0
305262,0,19605,0
305266,0,15,0
305267,0,60288,0
305285,1854,0,0
305288,32,1362,0
305291,0,10388,0
305293,0,757,0
305294,0,10043,69
305301,0,1241,0
305303,0,10869,0
305308,0,19977,0
305313,0,38146,0
305326,5668,19490,0
305333,0,18655,0
305340,0,19169,0
305347,0,273,0
305349,0,249,0
305350,178,0,0
305351,1123,0,0
305356,0,3804,0
305357,21,99,0
305359,30862,4210,0
305372,0,261,0
305373,11,0,0
305374,0,6831,0
305376,0,34,0
305377,0,196,0
305378,0,5179,0
305379,46466,16839,0
305413,0,245,0
305414,0,365,0
305415,0,13,0
305416,0,9,0
305417,0,2166,0
305420,0,473,0
305421,0,641,0
305422,396,3330,0
305429,0,5273,0
305431,0,13763,0
305433,0,1698,0
305434,0,64114,0
305462,0,33,0
305463,0,28,0
305464,0,9199,0
305470,0,15922,0
305472,7872,67203,0
305506,0,6922,0
305508,0,40,0
305509,0,90,0
305512,0,10017,40
305518,0,574,0
305519,0,2708,0
305520,0,12094,0
305523,0,2049,0
305525,0,95623,0
305546,0,7,0
305547,0,8003,0
305550,0,242,0
305551,0,2303,0
305552,18497,19015,0
305612,15,1119,0
305617,0,140,0
305618,0,8735,0
305620,837,0,0
305621,0,418,0
305622,27786,0,0
305633,0,27738,0
305639,2212,123,0
305650,0,669,0
305651,0,34,0
305652,0,68370,0
305665,0,7,0
305666,179,0,0
305667,0,59,0
305668,0,141,0
305669,126171,83261,0
305779,2099,11510,0
305789,0,1230,0
305790,0,12415,0
305795,12,2656,0
305797,172679,180062,0
306122,0,21117,0
306126,0,6536,0
306128,0,11185,0
306132,32,1822,0
306134,0,3021,0
306137,0,659,0
306139,0,2382,0
306140,0,4925,0
306142,0,4221,0
306145,120117,63518,0
306213,0,2007,0
306214,0,45,0
306215,0,13,0
306216,0,45549,0
306224,1170,32230,0
306236,0,756,0
306237,0,0,6126
306239,0,1,0
306240,0,2456,0
306241,0,1263,0
306242,0,13086,0
306248,0,7145,0
306253,0,382,0
306255,63,9900,0
306259,1882,3350,0
306261,10084,0,0
306265,0,671,0
306266,0,366,0
306268,0,266235,0
306338,0,4471,0
306340,0,11984,0
306345,0,20334,0
306353,0,822,0
306354,0,40605,0
306365,0,26519,0
306374,0,880,0
306375,0,5583,0
306377,0,5210,0
306379,0,3473,0
306382,0,10445,0
306387,0,4809,0
306390,0,5477,0
306392,575,0,0
306393,0,1264,0
306394,0,602,0
306395,0,2195,0
306396,0,5634,0
306397,2978,10441,0
306402,0,2057,0
306404,0,6384,0
306406,0,27836,0
306411,195,16712,0
306416,0,5,0
306417,0,4311,0
306419,0,2627,0
306421,0,6612,0
306424,0,7075,0
306426,43416,758,0
306443,0,14660,0
306451,0,3764,0
306453,0,5362,0
306454,0,3357,0
306456,0,2766,0
306457,4903,5949,0
306467,0,70,0
306468,0,7909,0
306471,24,410,0
306477,0,5599,0
306480,0,26723,0
306486,0,3,0
306488,0,5366,0
306490,4531,0,0
306492,0,2037,0
306493,0,6064,0
306494,23,49,0
306496,0,379,0
306497,0,6691,0
306499,0,4828,0
306502,0,899,0
306503,0,7239,0
306507,0,11,0
306508,0,55,0
306509,0,237,0
306510,31399,3793,0
306523,0,80,0
306524,0,175,0
306525,0,4928,0
306526,0,57,0
306527,0,8,0
306528,0,146,0
306529,0,736,0
306530,0,3511,0
306531,1877,11731,0
306539,91,1525,0
306543,0,12038,0
306546,2888,33653,5
306562,24,6802,0
306565,0,8445,0
306566,0,1374,0
306568,0,1,0
306569,0,1499,0
306570,0,5080,0
306572,0,115,0
306573,0,486,0
306575,0,13686,0
306578,266256,5811,0
306675,0,666,0
306678,0,1830,0
306679,0,5583,0
306680,0,600,0
306681,4782,36996,0
306711,0,67,0
306713,1007,163119,0
306759,300,7754,0
306774,178,9922,0
306780,0,99,0
306781,0,35625,0
306791,0,5987,0
306792,0,7710,0
306793,9485,0,0
306795,0,9293,0
306799,0,2174,0
306800,0,2910,0
306801,154,43013,0
306824,0,1761,0
306825,0,547,0
306826,112,0,0
306827,0,3743,0
306828,0,9793,0
306830,0,6164,0
306831,0,3,0
306832,0,36,0
306833,0,9,0
306834,0,5682,0
306841,0,9,0
306842,0,58996,0
306858,0,105,0
306860,0,2025,0
306862,0,3952,0
306864,0,3905,0
306866,0,4914,0
306868,0,27020,0
306876,0,11880,0
306879,0,2552,0
306881,0,16712,0
306889,0,4120,0
306891,0,364,0
306893,4,50876,0
306905,46,0,0
306907,25,7784,0
306937,0,2550,0
306938,198517,19923,0
307035,0,819,0
307037,0,1855,0
307039,0,3322,0
307045,2958,0,0
307046,0,16976,0
307054,0,15,0
307055,0,718,0
307056,0,7233,0
307059,0,2890,0
307061,22709,2359,0
307074,1054,421,0
307081,0,236,0
307082,2254,0,0
307084,0,12755,0
307086,5758,8016,0
307093,0,10684,0
307096,0,429,0
307097,0,3131,0
307102,0,6564,0
307104,0,7071,0
307105,0,13293,0
307108,23686,0,0
307116,0,10563,0
307124,0,2102,0
307126,0,2651,0
307130,0,1709,0
307131,0,42219,0
307139,0,3,0
307141,0,31,0
307142,255,19615,0
307150,0,5379,0
307151,0,12905,0
307155,0,3,0
307156,0,30,0
307157,0,11186,0
307162,0,104,0
307163,0,9451,0
307165,0,61,0
307166,0,4473,0
307167,0,54,0
307169,0,140,0
307170,0,3261,0
307171,1218,21693,0
307183,7103,7555,0
307190,0,2315,0
307191,0,1145,0
307192,0,15401,0
307197,0,4776,0
307198,0,4931,0
307201,0,4,0
307202,0,8414,0
307207,0,22219,0
307217,0,17043,0
307227,2507,13018,0
307241,0,1547,0
307242,0,441,0
307243,0,1780,0
307246,738,0,0
307247,0,5626,0
307248,12890,0,0
307286,0,7934,0
307288,0,10662,0
307294,257,4997,0
307300,0,20590,0
307306,0,1123,0
307308,21583,0,0
307319,0,8916,0
307322,0,105,0
307324,0,6703,0
307327,0,0,3
307328,945,11995,0
307336,0,2732,0
307337,0,49,0
307339,453,23,0
307341,0,5459,0
307344,29441,0,0
307358,0,1953,0
307361,0,4747,0
307363,0,1217,0
307366,41,4851,0
307369,0,1511,0
307373,0,10620,0
307375,0,170,0
307376,0,7459,0
307381,36,0,0
307382,0,546,0
307384,0,5813,0
307385,0,11061,0
307390,45066,22820,0
307421,21,17,0
307423,0,4860,0
307425,269143,31186,0
307534,0,2394,0
307536,6445,12821,0
307549,0,616,0
307551,0,7057,0
307553,0,7624,0
307557,0,290,0
307560,0,37430,0
307569,0,587,0
307571,110,0,0
307576,184,10186,0
307596,35621,2509,0
307623,2844,0,0
307624,0,177,0
307625,0,51149,0
307639,0,17202,0
307644,0,1765,0
307645,0,15404,0
307649,0,105042,0
307684,0,354,0
307685,0,2056,0
307687,0,20607,0
307694,996,4038,0
307699,0,7214,0
307700,0,135,0
307701,0,1316,0
307702,0,16819,0
307710,0,242,0
307714,0,17413,0
307718,0,1396,0
307721,0,75,0
307722,0,626,0
307724,0,2099,0
307725,0,1797,0
307726,0,3871,0
307730,811,2053,0
307734,0,7036,0
307735,0,18418,0
307739,96,17154,0
307747,0,6437,0
307749,0,721,0
307750,10,9,0
307753,124499,26510,0
307835,0,14469,0
307839,0,4,0
307840,15368,74902,0
307880,0,5689,0
307881,0,5252,0
307885,0,459,0
307887,0,4482,0
307888,0,1228,0
307889,0,4338,0
307890,0,3114,0
307891,0,31356,0
307900,0,17555,0
307906,0,9467,0
307908,0,5220,0
307909,0,7,0
307910,5731,0,0
307925,0,42,0
307926,0,2673,0
307927,0,3246,0
307929,0,11279,0
307932,0,13,0
307933,3692,1235,0
307939,0,16774,0
307946,2306,0,0
307947,0,1036,0
307948,0,157,0
307949,0,1539,0
307951,0,66,0
307953,1307,863,0
307956,0,10647,0
307958,0,1844,0
307960,0,266,0
307962,0,5678,0
307963,0,670,0
307964,7918,0,0
307979,0,3922,0
307985,0,4006,0
307987,0,7203,0
307989,0,1,0
307990,0,4962,0
307991,0,1499,0
307992,0,12,0
307994,0,189,0
307995,0,440,0
307996,0,266,0
307997,0,4322,0
308000,0,189,0
308001,0,6436,0
308004,0,2406,0
308005,0,2661,0
308006,0,7568,0
308007,0,7141,0
308009,0,1278,0
308010,0,143954,0
308052,0,15581,0
308056,400,0,0
308060,0,49,0
308061,0,11848,0
308065,31,156,0
308067,647,0,0
308068,0,3705,0
308070,0,1838,0
308071,0,6028,0
308072,0,1371,0
308073,2895,3420,0
308075,0,553,0
308077,0,10789,0
308080,0,16556,0
308083,0,809,0
308084,25,0,0
308086,0,161,0
308087,0,11295,0
308092,0,737,0
308093,0,177,0
308094,365,0,0
308095,0,1576,0
308096,0,3735,0
308098,0,2395,0
308099,0,3393,0
308103,38072,2393,0
308156,31,0,0
308157,0,2706,0
308158,0,3218,0
308159,0,10753,0
308162,0,51,0
308163,0,12,0
308164,0,36490,0
308175,0,21595,0
308190,0,5230,0
308192,0,142,0
308193,0,2857,0
308194,0,6927,0
308196,0,4933,0
308197,0,25279,0
308203,0,3388,0
308206,0,36,0
308208,0,17662,0
308211,0,9317,0
308213,0,12233,0
308216,0,17,0
308218,0,424,0
308220,0,9,0
308222,0,4,0
308223,0,11875,0
308226,0,277,0
308230,18579,7639,0
308237,0,5362,0
308238,0,7909,0
308242,0,9668,0
308244,0,285,0
308245,0,14560,0
308248,0,25,0
308249,0,1212,0
308251,0,129,0
308252,0,497,0
308253,0,68854,0
308269,2639,20247,0
308274,0,49275,0
308287,0,95733,0
308315,0,5858,0
308318,1016,0,0
308320,0,175,0
308322,0,276,0
308325,0,19502,0
308330,0,1095,0
308332,0,2580,0
308333,0,212,0
308336,0,19785,0
308343,0,2963,0
308345,0,78158,0
308383,1764,42373,0
308456,18,40240,0
308471,275,5659,0
308476,19,11066,0
308480,895,3287,0
308484,0,537,0
308485,0,4,0
308486,0,18712,0
308492,0,7512,0
308494,0,160,0
308495,0,20,0
308496,0,8026,0
308499,0,5160,0
308501,0,99,0
308502,0,5467,0
308505,0,6581,0
308507,0,5187,0
308514,0,22279,0
308524,0,57942,0
308537,17588,11374,0
308547,0,5231,0
308548,0,1378,0
308549,0,12307,0
308552,0,4224,0
308553,0,15365,0
308559,33,41,0
308561,0,7017,0
308564,0,5175,0
308565,31602,105062,0
308600,17656,6028,0
308648,0,12454,0
308650,0,3769,0
308651,0,7145,0
308654,73,12039,0
308659,0,18565,0
308665,1437,182,0
308671,0,42,0
308673,0,5179,0
308674,0,28373,0
308680,0,1731,0
308681,16720,8885,4804
308695,0,1854,0
308698,0,10188,0
308702,0,7214,0
308708,0,15237,0
308716,0,30832,0
308723,0,33148,0
308731,0,10678,0
308735,0,28666,0
308749,0,6405,0
308753,39,0,0
308755,0,380,0
308756,0,4163,0
308760,0,1437,0
308761,0,99,0
308763,0,5927,0
308764,0,2352,0
308765,0,2590,0
308766,5,7360,0
308771,0,1722,0
308772,21211,108438,0
308803,0,15755,0
308808,0,17,0
308810,88,0,0
308811,0,8690,0
308813,0,5,0
308814,0,618,0
308815,0,68,0
308816,0,2309,0
308817,0,2842,0
308818,0,4884,0
308819,0,9,0
308820,39585,0,0
308895,0,680,0
308896,52907,14697,0
308916,0,1537,0
308917,0,2741,0
308921,0,82,0
308922,0,292,0
308924,0,9947,0
308926,8487,138586,0
309002,0,7659,0
309008,6386,6,0
309012,0,13011,0
309015,0,93328,0
309033,0,14340,0
309035,0,70,0
309036,0,204,0
309038,0,9540,0
309042,0,6215,0
309043,0,2772,0
309045,0,6159,0
309047,3,0,0
309048,0,6028,0
309049,0,7192,0
309050,0,210,0
309051,0,34388,0
309067,0,3353,0
309069,0,2075,0
309071,0,1492,0
309072,0,667,0
309073,121358,69754,0
309139,0,592,0
309140,0,515,0
309141,0,8670,0
309144,0,33662,0
309152,0,19185,0
309157,0,1202,0
309158,0,1134,0
309161,0,2553,0
309162,0,3931,0
309163,0,46,0
309164,0,1039,0
309166,0,134,0
309167,934,7945,0
309174,0,34372,0
309182,17844,27908,0
309195,0,26148,0
309206,0,5069,0
309207,0,10304,0
309209,0,1200,0
309210,0,142,0
309211,21878,24690,349
309228,0,15644,0
309234,0,17319,0
309240,0,2224,0
309242,0,2790,0
309243,53871,90566,0
309293,0,809,0
309296,0,2,0
309297,0,71991,0
309319,0,1096,0
309321,1054,0,0
309322,0,32986,0
309334,0,431,0
309335,0,5025,0
309336,0,1385,0
309337,0,22066,0
309342,636,0,0
309343,0,16310,0
309348,436,34,0
309350,11670,0,0
309381,1289,0,0
309383,0,7447,0
309386,0,8504,0
309390,0,18,0
309392,2639,5685,0
309394,0,3008,0
309395,0,329,0
309396,0,26,0
309397,0,1463,0
309399,15,3829,0
309406,0,18864,0
309411,0,6,0
309412,0,5370,0
309414,0,672,0
309415,0,27336,0
309422,0,7896,0
309425,28,1526,0
309437,0,7624,0
309439,0,169,0
309440,0,477,0
309441,0,13,0
309442,499,2337,0
309447,0,1537,0
309451,7196,35863,0
309484,0,21,0
309485,0,13662,0
309488,39505,16147,0
309508,670,9423,0
309512,0,34391,0
309519,14035,0,0
309526,0,0,21
309527,31873,5216,0
309545,0,233,0
309546,0,71,0
309547,0,29,0
309548,0,9663,0
309557,10,0,0
309558,38719,10702,0
309576,0,6109,0
309579,0,7604,0
309580,0,11108,0
309583,0,8446,0
309584,0,21,0
309585,0,11,0
309587,0,594,0
309588,0,882,0
309589,0,22922,0
309595,0,407,0
309596,59907,22603,0
309634,0,3904,0
309636,0,10342,0
309640,0,128,0
309641,0,3626,0
309643,109,18647,0
309649,0,1926,0
309650,0,2321,0
309651,0,6212,0
309653,0,347,0
309654,0,5168,0
309655,0,5543,0
309657,0,2295,0
309658,0,2831,0
309659,0,68,0
309660,0,55327,0
309690,0,20178,0
309697,0,8737,0
309700,0,6287,0
309702,0,12,0
309703,0,2032,0
309704,0,20,0
309706,0,911,0
309708,0,1843,0
309709,42,357,0
309711,0,7532,0
309713,0,3044,0
309715,0,12759,0
309718,0,14515,0
309721,0,547,0
309722,0,11516,0
309724,0,2952,0
309725,3,0,0
309726,0,71,0
309727,0,276,0
309728,0,6336,0
309730,0,53948,0
309744,19859,0,0
309755,0,5591,0
309759,84492,6229,0
309789,0,7428,0
309791,0,1216,0
309792,0,1096,0
309794,0,603,0
309795,2947,3577,0
309797,0,23135,0
309803,6,0,0
309804,0,14,0
309805,0,5681,0
309806,0,132,0
309808,0,6036,0
309809,0,10555,0
309812,0,245,0
309814,0,1747,0
309815,7915,0,0
309820,0,1935,0
309822,0,8519,0
309825,0,25438,0
309831,0,6511,0
309833,40283,9838,0
309855,160,33534,0
309865,0,8337,0
309867,0,3274,0
309869,0,883,0
309871,0,13433,0
309876,0,5282,0
309878,12809,29,0
309884,0,322,0
309885,0,7341,0
309890,0,21362,0
309894,0,4872,0
309896,0,16,0
309897,0,341,0
309900,0,3014,0
309903,0,150,0
309904,0,10498,0
309907,159167,0,0
309955,0,53,0
309956,0,2459,0
309957,20613,6313,0
309967,0,36854,0
309984,0,2,0
309985,0,1172,0
309986,0,5319,0
309989,0,260,0
309992,0,9684,0
309994,0,7645,0
309995,63,0,0
309996,0,17985,0
310000,0,3524,0
310005,0,9200,0
310008,0,7909,0
310012,0,14383,0
310016,0,14864,0
310019,0,7728,0
310020,0,12,0
310021,0,4553,0
310022,110,14,0
310024,0,4065,0
310025,0,2740,0
310028,6238,508,0
310032,0,24225,0
310037,0,997,0
310038,0,1060,0
310039,25946,5705,0
310063,0,49,0
310064,0,8572,0
310068,63700,17022,0
310097,0,46685,0
310125,0,13,0
310126,0,126,0
310127,0,7555,0
310128,4399,7327,0
310135,0,9428,0
310137,0,35916,0
310150,151,0,0
310152,0,15371,0
310155,0,8387,0
310158,0,2664,0
310159,0,2729,0
310160,0,1695,0
310162,0,970,0
310163,0,17663,0
310172,0,8,0
310173,0,12576,0
310175,0,5968,0
310177,0,22003,0
310183,1,4856,0
310187,0,7328,0
310192,0,813,0
310193,0,6657,0
310196,0,746,0
310198,0,3335,0
310200,2530,0,0
310202,0,174,0
310205,0,6732,0
310206,0,16209,0
310211,1191,0,0
310216,0,2372,0
310217,20,100,0
310219,0,1074,0
310220,0,10009,0
310222,1733,7046,0
310225,0,823,0
310226,0,5201,0
310228,0,13062,192
310232,0,25,0
310234,0,65417,0
310254,0,14297,0
310259,0,322,0
310260,0,6464,0
310261,0,5438,0
310262,21149,3296,0
310272,0,40091,0
310282,0,1866,0
310283,0,5626,0
310286,0,7708,0
310288,0,64295,0
310306,667,9397,0
310314,0,4346,0
310315,0,995,0
310317,0,85,0
310318,0,168,0
310319,0,23546,0
310326,0,4,0
310328,0,168,0
310330,0,432,0
310331,0,23,0
310332,0,5053,0
310333,0,75846,0
310350,0,137,0
310351,18,5057,0
310354,0,17775,0
310360,0,40700,0
310371,0,4312,0
310372,0,61699,0
310392,20361,0,0
310400,0,2311,0
310401,0,3587,0
310402,140,12044,0
310407,0,12379,0
310411,699761,34641,0
310678,0,13773,0
310683,0,4782,0
310684,0,6963,0
310685,0,26468,0
310697,0,7787,0
310699,1225,3908,0
310705,0,8050,0
310708,0,12139,0
310715,0,26221,0
310723,0,21011,0
310728,0,1160,0
310729,0,6205,0
310731,12,0,0
310732,0,7625,0
310736,0,588,0
310737,0,3248,0
310738,0,5143,0
310739,30617,0,0
310751,0,624,0
310752,0,754,0
310753,0,34016,0
310759,0,2446,0
310762,0,9,0
310764,0,7688,0
310765,0,30694,0
310770,0,738,0
310771,0,6047,0
310773,0,64796,0
310794,0,4018,0
310798,0,4106,0
310800,540,5077,0
310803,0,7232,0
310805,0,4245,0
310807,0,2718,0
310808,0,5779,0
310813,0,18408,0
310820,0,5042,0
310822,0,2122,0
310823,66,1296,0
310825,0,6003,0
310827,0,2828,0
310828,0,4455,0
310829,0,11899,0
310832,0,5098,0
310833,0,302,0
310834,0,14850,0
310840,0,25636,0
310846,0,19,0
310848,4,8274,0
310851,0,3,0
310852,0,1490,0
310853,1311,637,0
310857,0,50,0
310858,0,4947,0
310861,0,16,0
310864,0,3704,0
310866,0,733,0
310868,0,30,0
310869,0,47,0
310870,0,151,0
310871,0,12295,0
310874,0,16162,0
310877,0,8938,0
310879,46,7651,0
310882,0,617,0
310884,0,10,0
310885,0,5599,0
310888,0,2,0
310889,1497,7913,0
310892,255,0,0
310896,0,40283,0
310906,0,5789,0
310908,12857,4416,0
310916,2807,32284,0
310929,15,0,0
310930,458,0,0
310932,0,6078,0
310933,0,140,0
310934,0,5136,0
310935,0,6025,0
310936,0,5200,0
310938,0,34,0
310939,0,43,0
310940,0,758,0
310943,0,11569,0
310947,0,6,0
310948,0,6,0
310949,0,4882,0
310950,0,5209,0
310951,0,22,0
310952,0,2733,0
310956,0,176,0
310958,10725,930,0
310964,0,177,0
310965,0,1254,0
310966,0,213,0
310967,0,5381,0
310968,0,52254,0
310983,0,67,0
310985,0,1224,0
310986,0,2940,0
310987,0,5414,0
310988,0,8408,0
310991,0,6460,0
310994,0,4571,0
310995,0,5603,0
310996,0,3095,0
310997,0,8765,0
311001,0,7486,0
311003,0,559,0
311004,0,18477,0
311010,91,0,0
311011,0,9141,0
311016,0,52,0
311017,0,12,0
311018,0,68463,0
311037,0,4149,0
311038,368,5955,0
311041,0,1869,0
311042,0,5436,0
311044,0,10779,0
311046,0,9730,0
311050,0,52,0
311051,0,518,0
311052,0,2123,0
311056,0,123,0
311057,68,0,0
311058,0,48,0
311059,0,2388,0
311060,0,3206,0
311061,0,9936,0
311064,0,95929,0
311090,0,11991,0
311096,0,3264,0
311097,0,5415,0
311098,0,5411,0
311099,0,896,0
311100,0,29372,0
311111,0,42,0
311112,0,13,0
311113,41460,9303,0
311125,0,14,0
311126,0,6115,0
311127,0,5693,0
311128,0,5182,0
311129,0,5999,0
311130,0,21,0
311131,0,5921,0
311132,0,5080,0
311133,0,522,0
311136,0,3227,0
311137,2256,0,0
311138,0,21600,0
311146,12347,37680,0
311166,0,483,0
311167,0,17511,0
311171,0,12009,0
311175,0,19,0
311176,0,14,0
311177,0,2079,0
311178,0,941,0
311180,0,5295,0
311181,0,7185,0
311182,0,24043,0
311196,72,0,0
311197,0,16595,0
311200,0,1571,0
311201,0,12617,0
311204,0,19,0
311205,776,12708,0
311209,2,0,0
311210,0,1732,0
311212,0,2107,0
311214,0,67,0
311215,26560,63336,0
311259,0,6886,0
311261,0,30,0
311262,0,3907,0
311264,891,638,0
311267,1085,0,0
311268,0,12254,0
311275,0,4784,0
311276,0,1044,0
311277,0,6209,0
311280,2088,5,0
311282,0,50022,0
311294,0,4856,0
311295,0,1037,0
311296,0,7422,0
311297,0,5526,0
311298,442,0,0
311299,0,4532,0
311300,0,2471,0
311304,0,7643,0
311306,0,3615,0
311308,0,179,0
311310,0,550,0
311311,0,5202,0
311313,0,894,0
311314,0,5821,0
311319,0,14315,0
311322,0,2340,0
311323,669,5,0
311326,123068,71993,0
311401,0,12,0
311402,0,699,0
311403,0,2569,0
311405,0,736,0
311406,0,3863,0
311408,0,3267,0
311409,0,22175,0
311415,0,21,0
311416,11521,5605,0
311421,0,7678,0
311423,0,1515,0
311424,0,86160,0
311444,0,7,0
311445,24277,39806,0
311467,397,0,0
311468,0,19,0
311469,0,235,0
311471,16350,24675,0
311488,0,5129,0
311489,0,7,0
311490,0,17871,0
311496,1390,1663,0
311499,0,5843,0
311502,0,16322,0
311515,0,12,0
311516,0,6956,0
311520,0,5828,0
311523,0,4467,0
311525,31,0,0
311526,0,6,0
311527,0,1188,0
311528,0,16620,0
311535,0,142,0
311536,0,1111,0
311543,0,453,0
311544,2417,7030,0
311554,0,124,0
311557,0,13,0
311559,0,21022,0
311564,739,29098,0
311590,136,0,0
311591,188087,0,0
311640,0,182,0
311641,0,569,0
311643,0,9351,0
311646,21603,196,0
311656,0,12,0
311657,0,2666,0
311660,0,4024,0
311661,0,549,0
311662,0,3399,0
311663,0,10,0
311664,0,17014,0
311668,0,8593,0
311672,0,18006,0
311676,1360,12168,0
311688,0,1531,0
311689,0,4625,0
311691,22624,57598,0
311730,0,2576,0
311731,0,214,0
311732,0,123,0
311733,0,6507,0
311734,0,305,0
311735,0,30570,0
311744,0,14145,0
311747,0,11456,0
311749,0,4981,0
311751,0,949,0
311753,0,109,0
311754,0,2763,0
311756,0,1727,0
311757,0,226,0
311758,0,637,0
311759,0,75,0
311760,0,5096,0
311761,0,8323,0
311763,0,4293,0
311764,0,6119,0
311765,0,3488,0
311767,0,2236,0
311774,0,759,0
311776,0,1851,0
311778,0,10419,0
311781,0,10253,0
311785,0,9920,0
311787,0,809,0
311788,0,1190,0
311789,12542,6009,0
311814,0,16589,0
311816,0,18077,0
311822,14,0,0
311823,392,25953,0
311830,0,2820,0
311832,0,2202,0
311833,0,10957,0
311835,711,28890,0
311848,0,10972,0
311851,0,4967,0
311852,0,5520,0
311853,0,133,0
311854,0,13188,0
311858,488,1478,0
311860,240,5418,0
311862,0,18859,0
311869,28349,40442,0
311890,0,7,0
311891,0,3679,0
311892,0,1208,0
311893,0,15144,0
311896,0,20808,0
311901,0,15164,0
311904,0,5448,0
311912,1140,2890,0
311921,0,4,0
311922,0,2133,0
311923,0,417,0
311924,0,6229,0
311928,0,53042,0
311945,6,1101,0
311947,352,1107,0
311949,0,6747,0
311952,0,61,0
